area,average_price,community,decoration,direction,focus_num,link,model,othermessage,price,time,title
116.08平米,单价74087元/平米,阳光棕榈园一期  前海,精装,北,27人关注,https://sz.lianjia.com/ershoufang/105103246505.html,4室2厅,近地铁 VR房源 房本满五年,860,,阳光棕榈园一期 4室2厅 860万
71.98平米,单价85024元/平米,中海丽苑  南山中心,精装,南,13人关注,https://sz.lianjia.com/ershoufang/105103192890.html,2室1厅,近地铁 VR房源 房本满两年,612,,东南向高楼层两房，业主自住，装修保养好，采光视野佳
92.79平米,单价77380元/平米,方鼎华庭  南头,精装,东 西,18人关注,https://sz.lianjia.com/ershoufang/105103095612.html,3室2厅,VR房源 房本满五年,718,,中山公园旁 红本在手  诚心出售三房
89.21平米,单价99765元/平米,通讯小区  科技园,简装,南,9人关注,https://sz.lianjia.com/ershoufang/105103003921.html,3室2厅,VR房源 房本满五年,890,,通讯小区 满五红本 三房 南外文华未申请
93.22平米,单价64364元/平米,桃源村二期  西丽,精装,东北,12人关注,https://sz.lianjia.com/ershoufang/105102841593.html,3室2厅,近地铁 VR房源 房本满两年,600,,高楼层，视野好，精装修，拎包入住
81.83平米,单价71490元/平米,世纪假日广场  华侨城,精装,西南,33人关注,https://sz.lianjia.com/ershoufang/105102612746.html,2室1厅,近地铁 房本满两年,585,,世界之窗地铁口 精装两房 高楼层视野好 业主诚心出售
170.38平米,单价169621元/平米,汉京九榕台  前海,精装,东 西,12人关注,https://sz.lianjia.com/ershoufang/105102146173.html,4室2厅,VR房源 房本满两年,2890,,深圳半山别墅  看山看海 看房方便
82.88平米,单价91699元/平米,麒麟花园A区  南头,简装,东,6人关注,https://sz.lianjia.com/ershoufang/105103545627.html,2室1厅,VR房源 房本满两年,760,18天以前发布,南山麒麟实验  花园社区  业主诚心出售
62.22平米,单价67503元/平米,田厦金牛广场  南头,简装,南,0人关注,https://sz.lianjia.com/ershoufang/105103476617.html,2室1厅,近地铁 VR房源 房本满五年,420,30天以前发布,此房楼层好，视野开阔， 配套齐全，交通便利
94.76平米,单价58042元/平米,龙都花园  西丽,简装,北,32人关注,https://sz.lianjia.com/ershoufang/105102951040.html,3室2厅,近地铁 VR房源 房本满五年,550,,龙都花园，三房二厅，楼梯房面积大。
82平米,单价80000元/平米,山水情家园  前海,精装,南,19人关注,https://sz.lianjia.com/ershoufang/105102632673.html,2室2厅,近地铁 VR房源 房本满五年,656,,满五年唯一，低楼层安静看公园，看房随时
35.49平米,单价83123元/平米,沙河观景阁  白石洲,精装,南,62人关注,https://sz.lianjia.com/ershoufang/105102208992.html,1室1厅,近地铁 VR房源 房本满两年,295,,业主自住，南向， 带阳台，地铁口物业 ，价钱面议 ！
198.85平米,单价94846元/平米,博林天瑞  大学城,精装,南,11人关注,https://sz.lianjia.com/ershoufang/105101799449.html,4室2厅,近地铁 VR房源 房本满两年,1886,,博林天瑞高档小区，业主诚心在卖。
135.84平米,单价44906元/平米,鹏都大厦  南山中心,简装,东,45人关注,https://sz.lianjia.com/ershoufang/105101414337.html,4室1厅,近地铁 VR房源 房本满五年,610,,南山近地铁 满五唯一红本，大4房，业主诚意卖
194.72平米,单价118119元/平米,半山海景兰溪谷二期  蛇口,精装,南 北,8人关注,https://sz.lianjia.com/ershoufang/105102406587.html,5室2厅,近地铁 VR房源,2300,,此房刚好在树梢上，看出去绿油油一天好心情，对视力好
89.91平米,单价92315元/平米,首地容御  华侨城,精装,南,59人关注,https://sz.lianjia.com/ershoufang/105102331891.html,2室1厅,VR房源 房本满两年,830,,小高层 方正通透  艺术级别的装修
111.23平米,单价87027元/平米,星海名城二期八组团  前海,简装,东北,7人关注,https://sz.lianjia.com/ershoufang/105101513192.html,5室2厅,近地铁 VR房源 房本满五年,968,,星海名城二期 五房出售   看房方便
76.66平米,单价67832元/平米,康乐大厦  南山中心,简装,东南,3人关注,https://sz.lianjia.com/ershoufang/105103534549.html,2室1厅,近地铁 VR房源 房本满两年,520,20天以前发布,康乐大厦 2室1厅 520万
108.49平米,单价96784元/平米,水湾1979二期  蛇口,精装,东南,25人关注,https://sz.lianjia.com/ershoufang/105101444432.html,2室2厅,近地铁 VR房源 房本满两年 随时看房,1050,,蛇口云端公寓  海上世界千亿商圈 楼下地铁口 盒马生鲜
57.5平米,单价86957元/平米,爱榕园  蛇口,精装,南,21人关注,https://sz.lianjia.com/ershoufang/105101697020.html,2室2厅,近地铁 VR房源 房本满五年,500,,爱榕园两房房子满五年，小区中间，格局宽广，户型方正
101.48平米,单价79819元/平米,阳光棕榈园一期  前海,精装,西南,20人关注,https://sz.lianjia.com/ershoufang/105102944697.html,3室2厅,近地铁 VR房源 房本满五年,810,,小区中间位置，客厅出阳台精装修三房
28.57平米,单价157508元/平米,泰阳硅谷公寓  科技园,简装,南,6人关注,https://sz.lianjia.com/ershoufang/105103562418.html,1室0厅,近地铁 VR房源 房本满五年,450,15天以前发布,南外大冲，红本在手  南向高层，采光很好
140.16平米,单价114156元/平米,中信红树湾北区  红树湾,精装,东南 南,6人关注,https://sz.lianjia.com/ershoufang/105103451025.html,2室2厅,近地铁 VR房源 房本满五年,1600,,中信红树湾北区 2室2厅 1600万
149.41平米,单价78978元/平米,香山里  华侨城,精装,西南,56人关注,https://sz.lianjia.com/ershoufang/105103418115.html,4室2厅,VR房源 房本满五年,1180,,波托菲诺  149.31㎡3+1房  户型方正 高层 保养好
68平米,单价88236元/平米,文竹园  蛇口,简装,南,8人关注,https://sz.lianjia.com/ershoufang/105103379544.html,3室1厅,近地铁 VR房源 房本满五年,600,,大湾区，自贸区，文主园三房，满五唯一红本
201.5平米,单价153847元/平米,百仕达红树西岸  红树湾,,东南,4人关注,https://sz.lianjia.com/ershoufang/105103330946.html,4室2厅,近地铁 VR房源 房本满两年,3100,,红树西岸201.5平，安静南向4房
176平米,单价76705元/平米,香山里  华侨城,,东南,11人关注,https://sz.lianjia.com/ershoufang/105103290925.html,4室2厅,VR房源 房本满五年,1350,,香山里二期标准4房2厅，业主自住，装修保养好，安静
89.13平米,单价64513元/平米,桃源村三期  西丽,简装,西北,27人关注,https://sz.lianjia.com/ershoufang/105103240415.html,3室1厅,近地铁 VR房源 房本满两年,575,,桃源村三期花园，三房，住家装修，看房子方便
173平米,单价154914元/平米,百仕达红树西岸  红树湾,,西南,0人关注,https://sz.lianjia.com/ershoufang/105103189884.html,3室2厅,近地铁 VR房源 房本满五年,2680,,西南向一线海景大三房，红本税少
195.64平米,单价99673元/平米,首地容御  华侨城,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105103147701.html,4室1厅,VR房源 房本满五年,1950,,红本，装修保养好，安静小区，适合居住
141.48平米,单价109557元/平米,半岛城邦花园二期  蛇口,精装,南,13人关注,https://sz.lianjia.com/ershoufang/105103081378.html,4室2厅,近地铁 VR房源 房本满五年,1550,,满五年  户型方正  西南朝向   诚意出售  看房方便
113.19平米,单价65377元/平米,海景花园  华侨城,精装,南,12人关注,https://sz.lianjia.com/ershoufang/105103028861.html,3室2厅,近地铁 VR房源 房本满两年,740,,精装修，看海景，业主诚心出售，看房方便
169.73平米,单价82484元/平米,香格名苑  前海,精装,南,10人关注,https://sz.lianjia.com/ershoufang/105102970855.html,4室2厅,VR房源 房本满两年,1400,,香格名苑 4室2厅 1400万
79平米,单价70887元/平米,龙城新苑  南山中心,精装,东南,1人关注,https://sz.lianjia.com/ershoufang/105102876095.html,2室2厅,近地铁 VR房源 房本满五年,560,,龙城新苑 2室2厅 560万
179.06平米,单价111695元/平米,德尚世家  前海,精装,南,65人关注,https://sz.lianjia.com/ershoufang/105102754924.html,4室2厅,VR房源 房本满五年,2000,,前海品质社区，大复式看南山景，使用面积260平！诚售
89平米,单价162922元/平米,汉森吉祥龙  深圳湾,精装,西北,46人关注,https://sz.lianjia.com/ershoufang/105102455348.html,3室1厅,近地铁 VR房源 房本满两年,1450,,汉森吉祥龙 3室1厅 1450万
164.09平米,单价120666元/平米,半岛城邦花园一期  蛇口,精装,东南,4人关注,https://sz.lianjia.com/ershoufang/105102090756.html,4室2厅,近地铁 VR房源 房本满两年,1980,,看海景，通风采光好，4加一房，主人房带阳台
109平米,单价60551元/平米,海滨花园  蛇口,精装,南,12人关注,https://sz.lianjia.com/ershoufang/105101045535.html,2室2厅,近地铁 VR房源 房本满五年,660,,大两房，近海上世界，业主诚心卖单价比较低
65.57平米,单价78543元/平米,南光城市花园  南山中心,精装,东,19人关注,https://sz.lianjia.com/ershoufang/105103425621.html,2室1厅,近地铁 VR房源 房本满五年 随时看房,515,,端头位置东西对流 带入户 满5唯一红本 安静看花园
53.6平米,单价41978元/平米,光彩新天地  南山中心,简装,南,23人关注,https://sz.lianjia.com/ershoufang/105102770441.html,1室1厅,近地铁 VR房源 房本满五年 随时看房,225,,南山站商务 红本 业主很诚心出售
128.76平米,单价74558元/平米,前海丹华  前海,精装,东南,94人关注,https://sz.lianjia.com/ershoufang/105102783418.html,4室2厅,VR房源 房本满两年,960,,前海丹华 4室2厅 960万
120.42平米,单价49660元/平米,天源大厦  南山中心,精装,东南 南,66人关注,https://sz.lianjia.com/ershoufang/105102548441.html,3室1厅,近地铁 VR房源 房本满五年,598,,南山地铁口 天源大厦 精装三房 朝南向 配套完善
96.74平米,单价60162元/平米,学城绿园  大学城,精装,南 北,92人关注,https://sz.lianjia.com/ershoufang/105102304944.html,3室2厅,近地铁 VR房源 房本满五年,582,,世外桃源生活的小区，远离了喧嚣和吵杂
98.68平米,单价81071元/平米,万科云城  西丽,精装,西南,50人关注,https://sz.lianjia.com/ershoufang/105102062879.html,3室2厅,VR房源 房本满两年,800,,万科云城，大三房，商务公寓，业主诚心出售
107.61平米,单价102221元/平米,桂苑小区  红树湾,精装,南,7人关注,https://sz.lianjia.com/ershoufang/105101764852.html,4室2厅,近地铁 VR房源 房本满五年,1100,,桂苑小区107.61  4房2厅 双阳台 南北向 红本
135.84平米,单价53740元/平米,鹏都大厦  南山中心,精装,东,6人关注,https://sz.lianjia.com/ershoufang/105101304486.html,4室2厅,近地铁 VR房源 房本满两年,730,,鹏都大厦 大四房 近地铁 业主诚心卖
106.64平米,单价159415元/平米,恒立听海花园  科技园,精装,西南,9人关注,https://sz.lianjia.com/ershoufang/105103471728.html,4室1厅,近地铁 VR房源 房本满五年 随时看房,1700,30天以前发布,听海精装修3+1房，高楼层视野开阔
169.91平米,单价85340元/平米,博林天瑞  大学城,简装,南,1人关注,https://sz.lianjia.com/ershoufang/105102444256.html,4室2厅,近地铁 VR房源 房本满两年,1450,,精装修大户型一本正，东南朝向看塘朗山自然景观
133.75平米,单价97197元/平米,世纪村一期  红树湾,精装,东南 南,15人关注,https://sz.lianjia.com/ershoufang/105101544851.html,3室1厅,近地铁 VR房源 房本满五年,1300,,世纪村端头位置的三房 欧式装修简洁明亮 东向看园景
55.97平米,单价110417元/平米,城市印象  南山中心,精装,北,13人关注,https://sz.lianjia.com/ershoufang/105103549770.html,2室1厅,近地铁 VR房源 房本满两年,618,17天以前发布,此房满五年，花园社区精致两房、业主诚心出售。
51.26平米,单价113149元/平米,创世纪滨海花园  科技园,精装,西南,16人关注,https://sz.lianjia.com/ershoufang/105103507489.html,2室1厅,近地铁 VR房源 房本满两年,580,25天以前发布,业主诚售、正规2+1户型方正，卧室和客厅都朝西南向
156.53平米,单价130966元/平米,前海时代CEO公馆  前海,,南,18人关注,https://sz.lianjia.com/ershoufang/105101916333.html,4室2厅,VR房源 房本满两年 随时看房,2050,,"业主诚心卖,南北四房三卫，三个大阳台，高楼层看花园"
116.99平米,单价90607元/平米,海岸明珠园  南山中心,精装,北,35人关注,https://sz.lianjia.com/ershoufang/105101766241.html,3室1厅,近地铁 VR房源 房本满五年,1060,,海岸明珠少有放卖户型，3.6米层高，业主诚心出售
198.82平米,单价65386元/平米,世界花园  华侨城,精装,南,9人关注,https://sz.lianjia.com/ershoufang/105101072590.html,4室2厅,近地铁 VR房源 房本满五年,1300,,世界花园海华居  大四房  报价1300万
75.85平米,单价105208元/平米,花园城三期  蛇口,精装,东北,7人关注,https://sz.lianjia.com/ershoufang/105103619642.html,2室2厅,VR房源 房本满五年,798,4天以前发布,"蛇口花园城三期 , 品质小区.厅出阳台.精装修.只交契税"
60.76平米,单价75050元/平米,中爱花园  西丽,简装,东北,96人关注,https://sz.lianjia.com/ershoufang/105102308715.html,2室2厅,近地铁 VR房源 房本满五年,456,,中爱花园方正两房，塘朗山脚下安静
78.39平米,单价71438元/平米,怡然天地居  西丽,简装,东南,100人关注,https://sz.lianjia.com/ershoufang/105100424666.html,2室1厅,近地铁 VR房源 房本满五年,560,,十九冶新村  东南向  中间楼  安静
101.61平米,单价67907元/平米,宝珠花园  西丽,简装,北,15人关注,https://sz.lianjia.com/ershoufang/105103301907.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,690,,西丽高铁站旁 宝珠花园人车分流 珠光地铁站 无欠款
117平米,单价109402元/平米,蔚蓝海岸3期  后海,精装,南,28人关注,https://sz.lianjia.com/ershoufang/105102841625.html,3室1厅,近地铁 VR房源 房本满五年 随时看房,1280,,后海蔚蓝海岸三期，格局宜居，采光充足。
193.74平米,单价74843元/平米,锦绣花园二期  华侨城,精装,西南 东北,44人关注,https://sz.lianjia.com/ershoufang/105101684888.html,4室1厅,近地铁 VR房源 房本满五年,1450,,华侨城侨城东地铁 锦绣花园二期大花园小区 方正四房
75.77平米,单价130395元/平米,朗景园  科技园,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103592650.html,3室1厅,近地铁 VR房源 房本满两年,988,9天以前发布,科技园高新地铁口，南向两房，满两年
102.89平米,单价88444元/平米,西海湾花园  后海,简装,北,9人关注,https://sz.lianjia.com/ershoufang/105102952901.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,910,,西海湾花园安静大三房，满五唯一，税少交易快
46.38平米,单价53903元/平米,新保辉大厦  南山中心,,东南 西 东北,0人关注,https://sz.lianjia.com/ershoufang/105103571311.html,1室1厅,近地铁 房本满两年 随时看房,250,13天以前发布,新保辉大厦 1室1厅 250万
123平米,单价113822元/平米,波托菲诺侨香诺园  华侨城,,南,20人关注,https://sz.lianjia.com/ershoufang/105102885439.html,3室2厅,VR房源 房本满五年,1400,,波托菲诺侨香诺园 3室2厅 1400万
201.33平米,单价72022元/平米,宏观苑  科技园,精装,南 北,27人关注,https://sz.lianjia.com/ershoufang/105101418603.html,5室2厅,近地铁 VR房源 房本满五年,1450,,腾讯隔壁 3.5米层高 带固定停车位  一本证  适合住家
142.56平米,单价91190元/平米,西湖林语  大学城,精装,南 北,2人关注,https://sz.lianjia.com/ershoufang/105103525321.html,4室2厅,近地铁 VR房源 房本满五年,1300,21天以前发布,税费少 南北通透格局 楼层好 视野开阔 采光充足
123.24平米,单价72217元/平米,怡庭园  蛇口,精装,东 东南,1人关注,https://sz.lianjia.com/ershoufang/105103473859.html,4室1厅,近地铁 VR房源 房本满五年,890,30天以前发布,怡庭园 4室1厅 890万
151.43平米,单价118867元/平米,澳城花园一期  蛇口,精装,西,8人关注,https://sz.lianjia.com/ershoufang/105102388569.html,5室2厅,近地铁 VR房源 房本满五年,1800,,澳城花园一期 方正大五房 通风采光好
135.29平米,单价85742元/平米,康佳苑  华侨城,精装,东南,26人关注,https://sz.lianjia.com/ershoufang/105101353336.html,4室2厅,近地铁 VR房源 房本满五年,1160,,满五年 新装修 拎包入住 近30平米大露台 景观好视野佳
224.32平米,单价115906元/平米,京基御景东方  红树湾,精装,东 西 北,10人关注,https://sz.lianjia.com/ershoufang/105102553955.html,4室2厅,近地铁 VR房源 房本满五年,2600,,御景东方高层四房，通透安静，看花园，露台看湖景
130.29平米,单价63551元/平米,城市假日花园  西丽,简装,南,84人关注,https://sz.lianjia.com/ershoufang/105101201989.html,3室2厅,近地铁 VR房源 房本满五年,828,,城市假日 东南向  通风采光 看园景
124.57平米,单价90311元/平米,凯德公园1号  南山中心,,南,14人关注,https://sz.lianjia.com/ershoufang/105102400459.html,3室2厅,近地铁 房本满两年 随时看房,1125,,凯德公园1号 3室2厅 1125万
41.89平米,单价87850元/平米,南海大厦  南山中心,简装,东,4人关注,https://sz.lianjia.com/ershoufang/105103618025.html,1室1厅,近地铁 VR房源 房本满两年,368,4天以前发布,南海大厦 1室1厅 368万
106.95平米,单价68257元/平米,华府假日大厦  蛇口,精装,南,3人关注,https://sz.lianjia.com/ershoufang/105103559819.html,3室2厅,近地铁 VR房源 房本满五年,730,15天以前发布,华府假日高层南向三房，楼下就是水湾地铁口
75.33平米,单价68765元/平米,龙城新苑  南山中心,精装,南,1人关注,https://sz.lianjia.com/ershoufang/105103527994.html,2室2厅,近地铁 VR房源 房本满五年 随时看房,518,21天以前发布,满五唯一，二加一房，朝南，采光通透
144.26平米,单价62388元/平米,世界花园  华侨城,简装,西北,21人关注,https://sz.lianjia.com/ershoufang/105101836119.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,900,,业主自住中 保养好的3+1房 业主诚心卖，看房提前约
115平米,单价85218元/平米,美庐锦园  红树湾,精装,南,59人关注,https://sz.lianjia.com/ershoufang/105102043294.html,3室2厅,近地铁 VR房源 房本满五年,980,,美庐锦园 3室2厅 980万
141.32平米,单价67224元/平米,塘朗城广场东区  大学城,,南 北,183人关注,https://sz.lianjia.com/ershoufang/105101420713.html,5室2厅,近地铁 VR房源 房本满两年 随时看房,950,,2016年国企开发 地铁物业 3T4户 正规大四房 看山景
104.5平米,单价66986元/平米,嘉南美地  南头,简装,南 北,39人关注,https://sz.lianjia.com/ershoufang/105101433882.html,3室2厅,VR房源 房本满五年,700,,嘉南美地正规三房，户型方正，适合居家
140.55平米,单价76841元/平米,缤纷假日豪园  南山中心,简装,东 西,47人关注,https://sz.lianjia.com/ershoufang/105100653643.html,4室2厅,近地铁 VR房源 房本满五年,1080,,缤纷假日豪园 4室2厅 1080万
39.08平米,单价87002元/平米,方鼎华庭  南头,精装,南,75人关注,https://sz.lianjia.com/ershoufang/105103453726.html,1室1厅,VR房源 房本满五年,340,,方鼎华庭精装修的一房 小高层 车位充足
51.67平米,单价100639元/平米,中信红树湾北区  红树湾,精装,东南,14人关注,https://sz.lianjia.com/ershoufang/105103408901.html,1室1厅,近地铁 VR房源 房本满五年,520,,东南向  海景一房 红本在手 诚意出售！！
86平米,单价59303元/平米,月亮湾花园  前海,简装,东,37人关注,https://sz.lianjia.com/ershoufang/105103384365.html,3室1厅,VR房源 房本满两年,510,,月亮湾花园 标准三房 *迁物业
75.93平米,单价86923元/平米,花园城一期  蛇口,简装,西南,56人关注,https://sz.lianjia.com/ershoufang/105102859451.html,2室1厅,近地铁 VR房源 房本满五年,660,,业主诚心出售   双阳台  花园城一期
91.58平米,单价52414元/平米,桃源村二期  西丽,简装,东北,22人关注,https://sz.lianjia.com/ershoufang/105103588384.html,2室1厅,近地铁 VR房源 房本满五年,480,10天以前发布,桃源村二期 2室1厅 480万
138平米,单价94203元/平米,华彩天成居  南山中心,精装,西南,8人关注,https://sz.lianjia.com/ershoufang/105102988251.html,4室2厅,近地铁 VR房源 房本满五年,1300,,此房满五年唯一红本，西南向，安静社区，车位充足
42.48平米,单价67326元/平米,南贸综合楼  南头,精装,南,55人关注,https://sz.lianjia.com/ershoufang/105103572363.html,2室2厅,近地铁 VR房源 房本满五年,286,13天以前发布,此房装修好，看房方便，业主自住，楼上带有私家花园！
57.55平米,单价98176元/平米,花园城一期  蛇口,精装,北,206人关注,https://sz.lianjia.com/ershoufang/105101118040.html,2室1厅,近地铁 VR房源 房本满五年,565,,花园城一期精装小两房 满2年 前后阳台 业主诚心卖房
87.83平米,单价63760元/平米,龙辉花园  西丽,精装,南,7人关注,https://sz.lianjia.com/ershoufang/105103551837.html,3室1厅,近地铁 VR房源 房本满两年,560,17天以前发布,西丽高铁站旁  珠光地铁站精装三房 中间层南向
166.02平米,单价93363元/平米,华润城润府一期  科技园,,东,265人关注,https://sz.lianjia.com/ershoufang/105102399915.html,5室1厅,近地铁 VR房源 房本满两年 随时看房,1550,,华润城润府一期166平五房满两年红本价格可谈
52平米,单价57693元/平米,壹海城四区  沙头角,精装,北,0人关注,https://sz.lianjia.com/ershoufang/105103443847.html,1室1厅,房本满两年,300,,壹海城四区 ，楼下就是商城，复式一房，看房方便
55.9平米,单价47943元/平米,东部阳光  沙头角,简装,东南,5人关注,https://sz.lianjia.com/ershoufang/105102944683.html,2室1厅,房本满五年,268,,内有游泳池，楼层高，南向，户型好，满五唯一
48.59平米,单价32929元/平米,鸿威海怡轩  梅沙,精装,东南,2人关注,https://sz.lianjia.com/ershoufang/105102329375.html,1室0厅,房本满五年,160,,渡假公寓，地处梅沙C位，诚意出售，价格可谈
69.51平米,单价51792元/平米,盛世名门  沙头角,精装,西南,3人关注,https://sz.lianjia.com/ershoufang/105101420724.html,2室2厅,房本满两年,360,,关口物业，精装3.2米层高两房，满两年，高楼层采光好
42.74平米,单价38606元/平米,花样年花港家园  盐田港,,西南,1人关注,https://sz.lianjia.com/ershoufang/105103629143.html,1室1厅,,165,2天以前发布,花样年花港家园 朝南 一房一厅 高楼层 采光通透
114.71平米,单价40014元/平米,万科东海岸  梅沙,精装,东南 西南,3人关注,https://sz.lianjia.com/ershoufang/105103334664.html,3室2厅,房本满两年,459,,盐田大梅沙海景 万科 精装三居室 绿化环境好大社区
84.64平米,单价49622元/平米,港城蓝山雅园  盐田港,精装,南,1人关注,https://sz.lianjia.com/ershoufang/105103124589.html,3室2厅,VR房源 房本满两年,420,,静享舒适，自带泳池，视野开阔，交通便利，教育完善
205.52平米,单价81744元/平米,蓝郡广场  沙头角,,南,0人关注,https://sz.lianjia.com/ershoufang/105102646126.html,5室3厅,房本满五年,1680,,蓝郡广场复式大宅，沙头角老牌名邸，恭迎品鉴
46.77平米,单价102630元/平米,海滨假日  盐田港,简装,东南,3人关注,https://sz.lianjia.com/ershoufang/105103477145.html,6室3厅,房本满五年,480,30天以前发布,海滨假日顶楼复式六房，朝南看海景，满五年唯一
34.19平米,单价45335元/平米,华逸园  沙头角,简装,西南,5人关注,https://sz.lianjia.com/ershoufang/105103409808.html,1室1厅,VR房源,155,,华逸园 红本在手满2年区政府位置好 广福百货 海山站
67.6平米,单价41421元/平米,君临海域  沙头角,简装,东南,8人关注,https://sz.lianjia.com/ershoufang/105102226869.html,2室2厅,VR房源,280,,君临海域 2室2厅 280万
58.5平米,单价41026元/平米,幸福海  盐田港,精装,东南,23人关注,https://sz.lianjia.com/ershoufang/105103045320.html,2室1厅,VR房源 房本满两年,240,,满两年 户型方正实用 东南向高楼层采光视野好
82.35平米,单价38859元/平米,万科东海岸  梅沙,简装,南,8人关注,https://sz.lianjia.com/ershoufang/105102821883.html,2室1厅,VR房源 房本满两年,320,,在售房源户型好，住家安静，中高楼层，看小区园景
85.22平米,单价52805元/平米,棕榈湾  沙头角,精装,东南,0人关注,https://sz.lianjia.com/ershoufang/105103405711.html,2室1厅,VR房源 房本满五年,450,,棕榈湾，精装大两房，满5年.红本，税费少过户快!
31.67平米,单价37891元/平米,海川阁  盐田港,简装,北,5人关注,https://sz.lianjia.com/ershoufang/105103203766.html,1室1厅,VR房源 房本满五年,120,,房子满五年唯一，红本在手，税费少
18.86平米,单价45069元/平米,蓝田壹站  沙头角,精装,东,4人关注,https://sz.lianjia.com/ershoufang/105103028535.html,1室0厅,VR房源 房本满两年,85,,此房满两年 总价低 税费少 准地铁口物业
80.36平米,单价39821元/平米,南方明珠花园B区  盐田港,简装,南,9人关注,https://sz.lianjia.com/ershoufang/105102732291.html,2室1厅,VR房源 房本满五年,320,,盐田地铁口交通生活方便花园社区。
49.53平米,单价33314元/平米,鸿威海怡轩  梅沙,精装,南,19人关注,https://sz.lianjia.com/ershoufang/105102066907.html,1室0厅,VR房源 房本满五年,165,,鸿威海怡轩精装开间，业主诚心出售，看房方便
56.67平米,单价46762元/平米,东部翠海轩  沙头角,精装,东南,41人关注,https://sz.lianjia.com/ershoufang/105102683967.html,2室1厅,VR房源 房本满两年,265,,东部翠海轩朝南小两房全明格局端头位置通风采光好
18.86平米,单价46660元/平米,蓝田壹站  沙头角,简装,南,14人关注,https://sz.lianjia.com/ershoufang/105101872120.html,1室0厅,VR房源 房本满两年,88,,蓝田壹站 单身宿舍 总价低 满二 过度好房
78.65平米,单价50859元/平米,海山道1号  沙头角,精装,北,17人关注,https://sz.lianjia.com/ershoufang/105101429069.html,2室1厅,VR房源 房本满五年,400,,区政府 壹海城旁 海山道1号 精装2房 满五年 诚心出售
64.78平米,单价46311元/平米,君临海域  沙头角,精装,东南,3人关注,https://sz.lianjia.com/ershoufang/105102692321.html,2室2厅,VR房源 房本满五年,300,,君临海域 高品质公寓 精装两房 诚意出售
116.96平米,单价33345元/平米,中信海滨花园  沙头角,简装,西南,1人关注,https://sz.lianjia.com/ershoufang/105103336616.html,3室1厅,VR房源 房本满五年,390,,中信海滨花园 满二年 有少量欠款 自己住有装修
111平米,单价44145元/平米,金港盛世华庭  盐田港,简装,东,0人关注,https://sz.lianjia.com/ershoufang/105103139620.html,3室2厅,VR房源 房本满五年,490,,金港盛世华庭 大三房  高楼层 采光通风好 楼下超市
134.65平米,单价48274元/平米,中海半山溪谷花园  盐田港,,东南,7人关注,https://sz.lianjia.com/ershoufang/105102722416.html,4室1厅,VR房源 房本满五年,650,,一手毛坯  满五年 业主急卖，价格可谈
65.71平米,单价38046元/平米,优品艺墅  梅沙,精装,西南,13人关注,https://sz.lianjia.com/ershoufang/105101807449.html,2室2厅,VR房源 房本满五年,250,,优品艺墅 通透采光好 西班牙风情小区 生活配套完善
55平米,单价33637元/平米,南方明珠花园B区  盐田港,简装,西南,11人关注,https://sz.lianjia.com/ershoufang/105103366279.html,1室1厅,VR房源 房本满两年 随时看房,185,,南方明珠花园 精装1房1厅 满2年 诚信卖
48.8平米,单价56353元/平米,倚山时代雅居  盐田港,精装,南,10人关注,https://sz.lianjia.com/ershoufang/105102690139.html,3室1厅,VR房源 房本满两年,275,,盐田港倚山时代雅居南向两居室高楼层满二年看房方便
89.9平米,单价40045元/平米,幸福海  盐田港,简装,东南,16人关注,https://sz.lianjia.com/ershoufang/105101714112.html,4室1厅,VR房源 房本满五年,360,,幸福海家园 朝南四房 实用率高 采光好 业主诚意出售
48.27平米,单价54900元/平米,三环宿舍  沙头角,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105101948154.html,2室1厅,VR房源 房本满五年,265,,沙头角 大两房  精装修  朝南采光好
74.44平米,单价37615元/平米,裕达华庭  盐田港,简装,南,4人关注,https://sz.lianjia.com/ershoufang/105103486328.html,2室1厅,VR房源 房本满五年,280,28天以前发布,地铁口物业，适合一家人居住 配套好， 满五年
106.55平米,单价38480元/平米,湖心岛公寓  梅沙,简装,南,3人关注,https://sz.lianjia.com/ershoufang/105101272519.html,2室1厅,VR房源 房本满五年 随时看房,410,,湖心岛公寓 两房 满五年 西班牙风情小镇度假优选 湖景
199.4平米,单价41625元/平米,碧海蓝天名苑  沙头角,精装,东南,18人关注,https://sz.lianjia.com/ershoufang/105101610333.html,5室2厅,VR房源 房本满五年,830,,碧海蓝天名苑 东南向大户型 看海景 满5年红本在手
185.25平米,单价33901元/平米,优品艺墅  梅沙,精装,东南,28人关注,https://sz.lianjia.com/ershoufang/105102495346.html,4室2厅,VR房源 房本满两年,628,,优品艺墅大平面。带入户。两个露台，南向
84.69平米,单价50184元/平米,港城蓝山雅园  盐田港,,南,3人关注,https://sz.lianjia.com/ershoufang/105102206106.html,3室2厅,VR房源 房本满两年 随时看房,425,,户型方正 拓展面积大 视野开阔 通风采光足 得房率高
101平米,单价158416元/平米,上东湾  沙头角,精装,南,0人关注,https://sz.lianjia.com/ershoufang/105103308054.html,5室2厅,VR房源 房本满五年,1600,,上东湾  精装修 满了5年 费用少 看房方便
